nomem_encr,Q30,Q30_E,Code1,Code2,Code3
860501,Ik heb geen bel abonnement. Gebruik het toestel alleen als ik op de fiets zit. Als ik later terug kom door bv een lekke band. Ter geruststelling voor mijn vrouw/,"I don't have a phone plan. I only use the phone when I'm cycling. If I'm coming home late, for example, because of a flat tire. To reassure my wife.",4.1,4.4,
860522,Heb ik echt geen zin in.,I really don't feel like it.,7.1,,
860637,Voel me dan verplicht om beter mijn best te doen wat juist mijn grootste probleem is.,"Then I feel obliged to try harder, which is precisely my biggest problem.",5.1,,
860641,,,,,
860797,"Ik wil hier geen tijd insteken, omdat maart voor mij een drukke maand is.","I don't want to waste time on this, as March is a busy month for me.",7.1,3.3,
860888,,,,,
860972,,,,,
861010,geen zin in,no desire to,7.1,,
861036,,,,,
861083,Ik geef een stuk privacy bloot en ik moet er best het Ã©Ã©n en ander voor doen; dan vind ik de beloning van 5 euro wel erg mager,I'm giving up a piece of my privacy and I have to do quite a bit for it; then I think the reward of 5 euros is very meager.,1.1,6.3,
861172,"Ik had eerst ja gedrukt, maar wat ik daarna moest doen snapte ik niet. Ik heb het 3 keer geprobeerd maar het lukte niet.","I initially pressed ""yes,"" but I couldn't figure out what to do next. I tried three times, but it didn't work.",3.1,3.2,
861233,Heeft alleen zin als je de telefoon continue bij je draagt.,Only makes sense if you carry your phone with you all the time.,4.1,,
861297,Geen bezwaar om de gegevens te delen. Ik bevind mij op een plaats waar het beantwoorden van de vragen heel traag verloopt. Het duurt me te lang.,I don't mind sharing the data. I'm in a place where answering questions is very slow. It takes too long.,3.3,,
861343,,,,,
861401,,,,,
861469,,,,,
861471,privÃ©,private,1.1,,
861520,Geen behoefte aan,No need for,4.3,,
861538,Dit wil ik niet delen met anderen,I don't want to share this with others,1.1,,
861575,Heb mijn mobiel zeer weinig bij me.,I rarely have my cell phone with me.,4.1,4.4,
861584,,,,,
861599,,,,,
861746,te veel moeite en wellicht te confronterend,too much effort and perhaps too confronting,3.3,,
861753,Ik weet het niet,Don't know,8.1,,
861758,"Veel gedoe, kan ik er nu even niet bij hebben.","A lot of hassle, I can't handle it right now.",3.3,,
861871,geen reden.,no reason.,8.1,,
862002,,,,,
862077,Ik wil gegevens als waar u naar op zoek bent graag privÃ© houden. Bewust heb ik dan ook geen gezondheidsapp of stappenteller op mijn mobiel.,I'd like to keep data like what you're looking for private. That's why I deliberately don't have a health app or pedometer on my phone.,1.1,,
862083,Met mijn Apple iPhone kan ik en wil ik liever niet mailen.,With my Apple iPhone I cannot and would rather not send email.,3.1,,
862161,,,,,
862228,,,,,
862251,,,,,
862412,,,,,
862466,Ik houd deze gegevens liever voor mijzelf,I prefer to keep this information to myself,1.1,,
862475,,,,,
862532,,,,,
862674,toch te weinig vertrouwen,still too little confidence,6.1,,
862704,,,,,
862738,,,,,
862825,,,,,
862832,"Als ik met mijn partner/echtgenoot op stap ben, neem ik vaak mijn smartphone niet mee. Het geeft dus dan een fout beeld van mijn stappen....","When I'm out with my partner/spouse, I often don't take my smartphone with me. It gives a distorted picture of my steps...",4.1,4.4,
862921,,,,,
862933,,,,,
862963,,,,,
862970,,,,,
862990,,,,,
863173,,,,,
863180,prive,private,1.1,,
863277,,,,,
863284,Tijd gebrek,Lack of time,3.3,,
863300,wordt eerdaags geopereerd en kan dan tijd niet lopen etc,will be operated on soon and will then not be able to walk for a while etc.,5.2,4.4,
863321,"geen zin in, te veel tijd mee kwijt.","don't feel like it, takes too much time.",7.1,3.3,
863336,,,,,
863343,Ik vind het eng om aan Google iets te vragen. Hoewel ik de laatste tijd altijd al 'mijn locatie' aan heb staan.,"I'm nervous about asking Google anything, even though I've always had ""my location"" turned on lately.",6.4,,
863406,Ben niet consequent in het bij me dragen van mijn mobiel.,I'm not consistent about carrying my cell phone.,4.1,,
863510,,,,,
863533,,,,,
863757,geen,no,8.1,,
863790,ik wil het gewoon niet,I just don't want it,7.1,,
863821,"door fysieke beperkingen beweeg ik bijna niet, ik ben niet relevant voor dit onderzoek","Due to physical limitations I hardly move, I am not relevant for this research",5.2,4.1,4.4
863940,Ik kan helaas maar weinig lopen.,"Unfortunately, I can only walk a little.",4.4,5.2,
863954,,,,,
863988,,,,,
864071,,,,,
864144,,,,,
864218,Te veel gedoe,Too much hassle,3.3,,
864257,,,,,
864264,,,,,
864315,Dat vind ik te persoonlijk.,I find that too personal.,1.1,,
864360,,,,,
864382,Ik vind t teveel gedoe,I think it's too much hassle,3.3,,
864430,"ik ben daar niet secuur genoeg in (bv meenemen telefoon, opgeladen telefoon, in de juiste formatie bij je dragen zodat de stappen goed geteld worden.","I am not careful enough about this (e.g. take your phone with you, charge it, and carry it in the correct formation so that the steps are counted correctly).",4.4,,
864443,,,,,
864495,weet ik eigenlijk niet,I actually don't know,8.1,,
864596,,,,,
864660,Ik kan niet goed met de telefoon overweg.,I'm not very good at using the phone.,3.1,,
864721,,,,,
864726,Prive,Private,1.1,,
864859,privacy,privacy,1.1,,
864884,Privacy en te veel gedoe.,Privacy and too much hassle.,1.1,3.3,
864904,Veiligheid,Safety,1.1,,
864907,,,,,
864993,,,,,
865007,,,,,
865048,Omdat ik het ingewikkeld vind om gegevens op te vragen,Because I find it complicated to request data,3.2,,
865121,geen zin om iets bij te houden,no desire to keep track of anything,7.1,,
865205,,,,,
865338,hecht veel waarde aan mijn privacy,attaches great importance to my privacy,1.1,,
865365,,,,,
865405,"Geen internetverbinding, alleen wifi.","No internet connection, only wifi.",3.4,,
865600,,,,,
865689,Ik ken de behoefte niet. Mijn dag is vrij intensief. Het betekent een gedoe om dat te meten. Het interesseert me niet.,I don't know the need. My day is pretty intense. It's a hassle to measure that. I'm not interested.,3.3,4.3,
865704,,,,,
865725,Nee,No,8.1,,
865758,Ik ben geneigd om mee te doen aan dergelijk onderzoek. Maar ergens in het aanmeldingstraject wordt gevraagd Samsung toegang te geven tot al mijn persoonlijke gegevens en foto's. Daar voel ik mij ontzettend oncomfortabel bij.,"I'm tempted to participate in such research. But somewhere along the line, I'm asked to grant Samsung access to all my personal data and photos. That makes me feel incredibly uncomfortable.",1.1,6.4,
865866,,,,,
865876,"het is voor mij niet relevant, daar ik mijn prive telefoon op het werk niet mag gebruiken terwijl ik daar de meeste activiteit heb.","It is not relevant for me, as I am not allowed to use my private phone at work, even though that is where I have most of my activity.",4.3,4.1,4.4
865890,,,,,
865928,0,0,8.2,,
865997,"Ik heb aanvankelijk aangegeven om hieraan mee te werken. Maar gezien mijn agenda en focusmomenten, ben ik niet in de gelegenheid om de mail van google af te wachten. Ik heb alle stappen voor het exporteren belopen, maar heb uiteindelijk niet op de knop 'export maken' geklikt.","I initially agreed to participate. However, given my schedule and focus time, I'm unable to wait for the email from Google. I went through all the steps for exporting, but ultimately didn't click the ""Create Export"" button.",3.3,,
866040,Hoeft niet,It is not necessary,4.3,,
866052,,,,,
866067,,,,,
866088,ik ben dat het te ingewikkeld is . en dat mijn telefoon niet geschikt er voor is,I think it's too complicated and my phone isn't suitable for it.,3.2,3.1,
866101,,,,,
866113,heb geen goed gevoel bij genereren van gegevens middels apps.,I don't have a good feeling about generating data through apps.,7.2,,
866241,Ik vind dit een te grote schending van mijn privacy en zou echt geschockeerd zijn als dit soort gegevens over mij wordt bijgehouden door tech bedrijven ZONDER dat ik apps die deze gevens registreren heb gedownload.,I consider this an excessive violation of my privacy and would be truly shocked if this kind of data about me was being tracked by tech companies WITHOUT me having downloaded any apps that record this data.,1.1,,
866264,Dat vindt ik te persoonlijk.,I find that too personal.,1.1,,
866284,Heb mn telefoon bijna altijd op tafel liggen en s avonds en s ochtends en s nachts uit,"I almost always have my phone on the table and turn it off in the evening, morning and night",4.1,4.4,
866384,,,,,
866503,,,,,
866516,,,,,
866524,,,,,
866555,,,,,
866571,x,X,8.2,,
866619,geen zin in,no desire to,7.1,,
866653,ik zie het niet zitten.,I don't like it.,7.1,,
866674,,,,,
866693,,,,,
866712,Geen behoefte,No need,4.3,,
866744,,,,,
866783,,,,,
866911,Ik kan niet zo goed omgaan met mijn smartphone. Ik gebruik hem uitsluitend om te bellen en af en toe te whatsappen.,I'm not very good with my smartphone. I only use it for calling and the occasional WhatsApp message.,4.4,4.1,
866912,weinig tot geen ervaring met gebruik van de aangeboden applicatie,little to no experience using the offered application,3.2,,
866933,te lastig,too difficult,3.2,,
867172,bij een vorig onderzoek is downloaden info niet gelukt. Zit momenteel krap in de tijd waardoor ik er niet de benodigde tijd aan kan geven. Door NU niet mee te doen voorkom ik teleurstelling aan beide kanten.,"Downloading information during a previous survey was unsuccessful. I'm currently short on time, so I can't dedicate the necessary time to it. By not participating now, I'll avoid disappointment on both sides.",6.5,3.3,
867269,,,,,
867340,Geen tijd hiervoor.,No time for this.,3.3,,
867352,,,,,
867353,,,,,
867483,prive,private,1.1,,
867599,,,,,
867618,ik vind dat er al genoeg gegevens van mij bekend zijn,I think there is already enough information known about me,1.2,,
867700,"Wilde wel mee doen maar liep vast met wachtwoord van Google, van alles geprobeerd maar heb het opgegeven.",I wanted to participate but got stuck with Google's password. I tried everything but gave up.,3.4,,
867727,,,,,
867782,Je wordt al zoveel gevolgd. Dit gaat me echt te ver.,You're already being followed so much. This is really going too far for me.,1.2,,
867864,ik heb daar niet echt een reden voor,I don't really have a reason for that,8.1,,
867946,ik vertrouw apple en zeker google niet,I don't trust Apple and certainly not Google,6.4,,
867966,,,,,
867993,,,,,
868087,geen behoefte,no need,4.3,,
868095,,,,,
868096,,,,,
868138,,,,,
868159,Ik heb mijn locatie meestal niet aan staan.,I usually don't have my location turned on.,4.1,,
868261,"Volgens mij zijn de gegevens dan niet correct. Ik fitness, zwem, fiets werk in de tuin. Sjouw met houtblokken. Ik heb niet altijd de telefoon in mijn zak. Als ik in de tuin werk laat ik de telefoon binnen liggen. Zeker in de zomer als ik dun gekleed ben laat ik mijn telefoon binnen liggen. Ik wil mij. Gedrag niet aanpassen voor een onderzoek.","I think the data is incorrect. I work out, swim, cycle, work in the garden, and carry logs. I don't always have my phone in my pocket. When I'm working in the garden, I leave my phone inside. Especially in the summer when I'm lightly dressed, I leave my phone inside. I don't want to change my behavior for research.",4.1,4.4,
868289,,,,,
868353,,,,,
868362,te ingewikkeld heb geen stappenteller etc,"too complicated, I have no pedometer etc.",3.2,3.4,
868374,,,,,
868390,,,,,
868422,,,,,
868518,,,,,
868569,,,,,
868681,Mijn telefoon kan dat niet ...ik ben afhankelijk van de wifi locatie.,My phone can't do that...I'm dependent on the wifi location.,3.1,,
868756,ik gebruik mijn smartfone bijna niet,I hardly use my smartphone,4.1,,
868801,Tijdgebrek,Lack of time,3.3,,
868807,Ik wil mijn data graag rive houden,I would like to keep my data safe,1.1,,
868808,,,,,
868818,,,,,
868840,,,,,
868920,,,,,
869005,Maak gebruik van een werk telefoon,Use a work phone,3.4,,
869022,ik denk dat er toch vaak gegevens worden doorgegeven,I think that data is often passed on,2.3,,
869046,"Ik heb daar geen zin in! Ik bepaal zelf hoeveel/wanneer ik beweeg, ken mijn lichaam goed genoeg weet ook wat mijn lichaam aankan en sta onder dokter{s} toezicht.","I don't feel like it! I decide how much and when I exercise, I know my body well enough, I know what it can handle, and I'm under doctor's supervision.",7.1,,
869064,Ik heb Samsung health van mijn telefoon verwijderd,I removed Samsung health from my phone,3.4,,
869088,,,,,
869241,"Teveel handelingen, ik gebruik geen fitness apps ea","Too many steps, I don't use fitness apps etc.",3.3,,
869256,Heb hier eerlijk gezegd geen behoefte aan,To be honest I don't need this,4.3,,
869277,,,,,
869293,,,,,
869381,.,.,8.2,,
869436,doe hieraan niet mee,don't participate in this,8.1,,
869534,Het is een privÃ© zaak en deze data zou zo moeten blijven wat mij betreft.,It is a private matter and this data should remain that way as far as I am concerned.,1.1,,
869593,,,,,
869646,,,,,
869674,,,,,
869689,"moet bij samsung health inloggen met samsung acc. ID opgeven van acc, gmail.com, die gebruik ik niet en wachtwoord ervan wordt niet geaccepteerd. Kost heel veel tijd en ben wel bijna 93.Ben aan het zoeken wat de ID is maar weet nog niet waar bij samsung.","I have to log in to Samsung Health with my Samsung account. I have to provide the account ID, gmail.com, which I don't use, and the password isn't accepted. It's very time-consuming, and I'm almost 93. I'm trying to find the ID but don't know where it is on Samsung yet.",3.3,,
869726,ik houd via techniek niet bij wat ik doe en heb er ook totaal geen interesse in,I don't keep track of what I do through technology and I have no interest in it at all,5.4,,
869741,Geen interesse,Not interested,7.1,,
869832,Privacy,Privacy,1.1,,
869848,,,,,
869857,Liefst zo min mogelijk dingen doen waar ikzelf de hand niet in hebt,I prefer to do as few things as possible that I have no control over,7.1,,
869871,Ik ben al met veel dingen bezig.,I'm already busy with many things.,3.3,,
869876,avg,avg,8.2,,
869912,Momenteel als mantelzorger weinig vrije tijd.,"Currently, as a caregiver, I have little free time.",3.3,5.3,
869919,Dat wil ik niet,I don't want that,7.1,,
869937,Niet relevant,Not relevant,4.3,,
869949,geen belang,no interest,7.1,,
870016,,,,,
870056,,,,,
870062,Weet niet precies hoe het werkt.,Not sure exactly how it works.,3.2,,
870111,Te veel gedoe,Too much hassle,3.3,,
870112,Geen geschikte middelen,No suitable resources,3.3,,
870254,,,,,
870410,,,,,
870520,,,,,
870555,Te grote inbreuk op mijn privacy,Too much of an invasion of my privacy,1.1,,
870599,Veel te technisch.,Way too technical.,3.2,,
870676,"Geen behoefte,te bang dat ik nog meer ongewenste mail krijg","No need, too afraid of getting more spam",4.3,5.1,
870690,geen behoefte aan,no need for,4.3,,
870703,,,,,
870846,,,,,
870854,Heb nu vakantie dus loop ik veel minder,I'm on holiday now so I walk much less,5.3,4.1,4.4
870869,Hoe ik fysiek beweeg is mijn privÃ©zaak. Ik vind dat tot mijn persoonlijke vrijheid behoren.,How I move physically is my private matter. I consider it part of my personal freedom.,1.1,,
870928,teveel gedoe,too much hassle,3.3,,
870962,Ik heb weinig tijd om alles bij te houden,I don't have much time to keep up with everything,3.3,,
870986,Privereden,Private grounds,1.1,,
871020,voor mij toch te ingewikkeld.,too complicated for me.,3.2,,
871036,Geen zin in.,I don't feel like it.,7.1,,
871102,,,,,
871128,geen interesse,no interest,7.1,,
871137,,,,,
871224,Prive,Private,1.1,,
871237,ben gesteld op mijn prive,I value my privacy,1.1,,
871444,,,,,
871542,Wil gewoon niet overal aan mee doen,Just don't want to participate in everything,1.1,,
871551,,,,,
871554,,,,,
871594,Ik voel me er niet prettig bij,I don't feel comfortable with it,7.2,,
871831,nvt,n/a,8.1,,
871847,,,,,
871853,Maak zelf wel uit wat goed is voor mijn gezondheid,I decide for myself what is good for my health,7.1,,
871939,,,,,
871973,te privÃ©,too private,1.1,,
872099,ik wens niet mee te doen,I do not wish to participate,7.1,,
872186,Ik heb praktische bezwaren: als digibeet voer ik het gedoe met de i-phone niet goed uit.,"I have practical objections: as a computer illiterate, I cannot handle the iPhone properly.",3.1,,
872265,Ã¬k vind dit teveel privÃ© aangelegenheden,I think this is too much of a private matter,1.1,,
872326,Gewoon omdat ik dat niet wil.,Just because I don't want to.,7.1,,
872363,Ik heb niet zoveel alles wat met elektronica te maken heeft,I don't have much of anything that has to do with electronics,3.4,,
872521,,,,,
872574,ik vertrouw het niet,I don't trust it,6.1,,
872671,,,,,
872817,Dan voel ik me verplicht te bewegen en daar heb ik geen zin in.,Then I feel obliged to move and I don't feel like doing that.,5.1,,
872913,,,,,
873004,Kan de gegevens niet overdragen omdat het toestemmingsvakje grijs is en blijft.,Unable to transfer data because the consent box is and remains grayed out.,3.4,,
873016,,,,,
873033,De laatste tijd heb ik nauwelijks kunnen bewegen doordat ik zwaar griep heâ€™d en ik ben nog niet terug toe aan een normaal bewegingsruimte.,Lately I have hardly been able to move because I have a bad case of the flu and I am not yet ready for normal range of motion again.,5.2,4.1,4.4
873164,Kom niet in account. Geen wachtwoord.,Unable to log in. No password.,3.4,,
873226,,,,,
873358,,,,,
873389,Geen Interesse,No Interest,7.1,,
873400,Lukt niet helemaal. Ik zit nu op mijn Laptop. Heb het geprobeerd op mijn tablet. Ik heb een stappenteller op mijn telefoon.,It's not quite working. I'm on my laptop right now. I tried it on my tablet. I have a pedometer on my phone.,3.1,,
873508,Gezien m ijn beperkingen kan ik dit niet invullen,Due to my limitations I cannot complete this,4.4,,
873512,"Mijn nieuwe mobiel past niet meer in mijn broekzak, hij valt eruit. Ook uit mijn jaszak. Ik draag hem dus niet meer bij me. Dan kan ik niet meedoen.",My new phone no longer fits in my pants pocket; it falls out. It also falls out of my jacket pocket. So I don't carry it with me anymore. Then I can't participate.,3.4,4.1,4.4
873541,Te ingewikkeld,Too complicated,3.2,,
873546,,,,,
873568,,,,,
873669,Prive,Private,1.1,,
873721,,,,,
873734,,,,,
873794,Is prive,Is private,1.1,,
873870,Het lijkt me zoveel gedoe.,It seems like so much hassle to me.,3.3,,
873889,Geen zin in.,I don't feel like it.,7.1,,
873942,"nee is toch duidelijk? mag ik een lollie mam Nee , Waarom niet ?","No, isn't that obvious? Can I have a lollipop, Mom? No, why not?",7.1,,
873947,Geen interesse in dergelijk onderzoek,No interest in such research,7.1,,
873995,heb daar geen behoefte aan,I have no need for that,4.3,,
874008,een beetje prive moet blijven,should remain a little private,1.1,,
874060,,,,,
874087,"Ik vertrouw de wetenschap meer dan de genoemde bedrijven, maar ben erg voorzichtig om mijn gegevens te delen met derden. Ook met Liss.","I trust science more than the companies mentioned, but I'm very cautious about sharing my data with third parties, including Liss.",6.4,6.1,1.1
874118,,,,,
874122,privacy,privacy,1.1,,
874145,"Ik heb alles even bekeken, heb bewust Samsung geen toestemming gegeven voor foto's en media. Ga ik ook niet doen, vandaar. Is te privÃ© voor mij deel ik niet.","I've reviewed everything and deliberately didn't give Samsung permission for photos and media. I won't do that either, so I won't share it. It's too private for me.",1.1,,
874170,Ik weet zelf dat ik voldoende stappen zet. Vertrouw er niet op dat alles anoniem blijft. Heb ook geen zin in een stappenplan. Blijkt toch vaak ingewikkelder dan is voorgesteld. Vooral dat laatste aspect.,"I know I'm taking enough steps. I don't rely on everything remaining anonymous. I also don't want a step-by-step plan. It often turns out to be more complicated than suggested, especially that last aspect.",3.2,,
874176,Geen interesse,Not interested,7.1,,
874215,v,v,8.2,,
874316,,,,,
874389,,,,,
874398,Vind het te lastig. Heb het wel geprobeerd. Denk dat ik op de app zelf meer kan instellen. Vind ik niet nodig,I find it too difficult. I did try it. I think I can configure more settings in the app itself. I don't think it's necessary.,3.2,4.3,
874418,Ik ben momenteel ziek en de huidige gegevens zijn derhalve niet representatief,I am currently ill and the current data is therefore not representative,5.2,4.1,4.4
874429,Privacy,Privacy,1.1,,
874513,Onbekend hoe dit werkt,Unknown how this works,3.2,,
874542,,,,,
874569,,,,,
874600,omdat het pakketje meer gegeven s bevat dan hetgeen benodigd is voor de studie.,because the package contains more data than what is needed for the study.,1.1,,
874709,,,,,
874864,Ik vind dat prive en ik vind het meedoen met het LISS panel voldoende.,I consider that private and I think participating in the LISS panel is sufficient.,1.1,6.5,
874890,,,,,
874948,,,,,
875012,op dit moment heb ik te veel aan mijn hoofd om dat er bij te doen,I have too much on my mind right now to do that too,3.3,,
875018,"Mijn gezondheid is zodanig, dat ik de gegevens nu niet wil delen.",My health is such that I do not wish to share the information at this time.,5.2,1.1,
875021,een ander hoeft mijn dingen niet te weten,another person doesn't need to know my things,1.1,,
875078,Kost m.i. veel tijd,In my opinion it takes a lot of time,3.3,,
875112,,,,,
875140,Ben er niet zeker van of alleen die gegevens worden gebruikt,Not sure if only that data is used,2.1,,
875213,door mijn ver gevorderde uitgezaaide prostaat kanker en mijn COPD ben ik nauwlijks meer staat om te bewegen.,"Due to my advanced metastatic prostate cancer and my COPD, I am barely able to move anymore.",5.2,4.1,
875260,,,,,
875306,,,,,
875442,Geen interesse om te delen,Not interested in sharing,1.1,,
875445,,,,,
875451,geen zin om prive gegevens te delen.,no desire to share private data.,1.1,,
875479,"Geen reden voor, blijft prive","No reason for it, stays private",4.3,1.1,
875533,Heb de gezondheids app niet.,Don't have the health app.,3.4,,
875601,,,,,
875711,"Mijn activiteiten zijn te random, soms niets dan weer alles, ben teveel afhankelijk van het weer, verder voel ik me dan teveel geremd. Sorry","My activities are too random, sometimes nothing, then everything, I'm too dependent on the weather, otherwise I feel too inhibited. Sorry",4.4,,
875718,Vertrouw ze niet,Don't trust them,6.1,,
875725,,,,,
875777,geen interesse,no interest,7.1,,
875822,,,,,
875942,Ik ben niet handig genoeg om dit te doen,I'm not handy enough to do this,4.4,,
875961,Geen zin in,No sense in,7.1,,
876028,geen zin om dit allemaal uit te zoeken hoe het werkt,don't feel like figuring out how all this works,3.2,,
876067,ik heb sinds 3 maanden deze Samsung smartphone. ik zie wel dat ze mijn reisgeschiedenis per maand laten zien. weet echter niet hoe dat uit te zetten. gezien mijn leeftijd ben iok van delen van die technieken niet op de hoogte .social media heb helemaal niet op mijn toestel.appen met de dochters is het meest vergaande dat ik doe naast het nieuws redelijk bijhouden. NOS en De Stentor.,"I've had this Samsung smartphone for three months. I do see that it shows my travel history monthly, but I don't know how to turn it off. Given my age, I'm not familiar with some of these technologies. I don't have any social media on my phone at all. Texting with my daughters is the most extensive thing I do besides keeping up with the news. I watch NOS and De Stentor.",4.4,3.2,
876095,,,,,
876290,Niet in geintereseerd,Not interested in,7.1,,
876422,"Heb het onaangename gevoel,dat mijn gegevens breder verspreid worden dan Lisspanel.",I have the unpleasant feeling that my data is being distributed wider than Lisspanel.,2.3,,
876508,,,,,
876633,heb geen zin om me er in te verdiepen,I don't feel like getting into it,3.3,,
876638,"Ik wil ze wel delen hoor, maar ik zit in het onderwijs, dus ik kan en mag niet de hele dag een telefoon bij me hebben.","I would love to share them, but I work in education, so I can't and am not allowed to have a phone with me all day.",4.4,4.1,
876644,,,,,
876647,Wist niet dat dat kan.,Didn't know that was possible.,8.1,,
876730,Geen interesse,Not interested,7.1,,
876831,"ik heb een druk sociaal leven en geen interesse om mijn bewegingen te gaan registreren, beweeg voor mezelf voor mijn gezondheid maar wens jullie succes met het onderzoek, ik ben geen held met technologie","I have a busy social life and am not interested in recording my movements. I exercise for myself and my health, but I wish you success with the research. I am not a hero with technology.",3.3,3.1,
876846,"Mijn leeftijd, ik ben 74 jaar. Ben wel handig genoeg met gebruik van allerlei internetzaken, maar het lijkt me toch best ingewikkeld om de locatie geschiedenis van google te installeren.","My age: I'm 74. I'm pretty handy with all sorts of internet stuff, but installing Google's location history seems rather complicated.",3.2,,
876853,Te weinig vertrouwen dat de gegevens niet in verkeerde handen vallen,Too little confidence that the data will not fall into the wrong hands,2.3,,
876905,nvt,n/a,8.1,,
876980,,,,,
876993,,,,,
876999,,,,,
877017,Op dit moment bedlegerig dus niet in staat mee te doen,Currently bedridden so unable to participate,5.2,4.4,
877117,Privacy,Privacy,1.1,,
877169,,,,,
877206,Privacy,Privacy,1.1,,
877307,,,,,
877382,,,,,
877413,geen zin in,no desire to,7.1,,
877416,niet nodig,not necessary,4.3,,
877468,Ik weet niet waarom? maar het is nu moeilijk voor mij.,"I don't know why, but it's hard for me right now.",7.1,,
877478,,,,,
877488,,,,,
877511,geen specifieke reden,no specific reason,8.1,,
877575,ik kan het niet te zwaar,I can't make it too heavy,3.2,,
877709,Het is goed zo,It is okay,8.3,,
877770,,,,,
877859,ik ga ook heel vaak wandelen zonder telefoon puur omdat ik hem vergeet en ik ken mezelf,I also often go for a walk without my phone simply because I forget it and I know myself,4.1,4.4,
877880,Geen animo,No enthusiasm,7.1,,
877920,,,,,
877923,Omdat ik te weinig beweeg,Because I don't exercise enough,4.1,,
877937,,,,,
877975,,,,,
877999,geen vertrouwen in wat er met mijn gegevens gebeurd,no confidence in what happens to my data,2.1,,
878030,,,,,
878085,,,,,
878125,,,,,
878140,.,.,8.2,,
878192,,,,,
878228,Geen behoefte aan,No need for,4.3,,
878268,"eigelijk vind ik het behoorlijk zinloos. dus, nee.","I actually think it's pretty pointless. So, no.",4.3,,
878271,,,,,
878321,Omdat ik dat net teveel moeite vind,Because I think that's too much effort,3.3,,
878326,,,,,
878351,,,,,
878369,,,,,
878422,,,,,
878464,,,,,
878466,geen zin,no point,7.1,,
878473,,,,,
878490,,,,,
878613,Omdat ik heel erg gesteld bent op mijn privacy en aangezien er op dit moment hackers zo achter gegevens van mensen kunnen komen.,Because I value my privacy very much and because hackers can now easily get hold of people's data.,1.1,2.3,
878634,,,,,
878646,privacy,privacy,1.1,,
878656,privacy,privacy,1.1,,
878799,"Omdat ik niet volgens een structuur beweeg. Ik bepaal zelf wanneer en hoeveel ik beweeg. Soms zijn dat stappen, soms is dat een andere fysieke inspanning. Gemiddeld beweeg ik voldoende.","Because I don't follow a routine. I decide when and how much I move. Sometimes it's just steps, sometimes it's other physical exertion. On average, I get enough exercise.",4.4,,
878850,ben bang dat het een beetje te ingewikkeld voor mij is,I'm afraid it's a bit too complicated for me,3.2,,
878939,Houd niet van,Don't like,7.1,,
878979,,,,,
879040,Te weinig beweging,Too little exercise,4.1,4.4,
879092,Ik ben er al 45 min mee bezig geweest. Doe nooit wat met Google of gmail. Dit kost me teveel tijd. Ik kom ook niet verder met de gegevensoverdracht en ben er nu klaar mee. Ik houd het voor gezien.,"I've been working on this for 45 minutes already. I never use Google or Gmail. It takes too much time. I'm also stuck with the data transfer, and I'm done with it now. I'm calling it a day.",3.3,,
879098,Omdat ik 2 operaties moet ondergaan aan mijn darmen en bewegen en inspanning voorlopig niet aan de orde zijn.,Because I have to undergo 2 operations on my intestines and exercise and exertion are not an option for the time being.,5.2,4.4,
879122,,,,,
879177,,,,,
879211,Geen interesse,Not interested,7.1,,
879217,Geen interesse.,Not interested.,7.1,,
879227,,,,,
879400,,,,,
879437,"te veel moeite, te veel privacyschending","too much effort, too much privacy invasion",1.1,3.3,
879492,"Kan slecht lopen, ben druk aan revalideren",I have difficulty walking and am busy with rehabilitation.,5.2,3.3,
879592,"de volgende vragen waren voor mij niet te doen , ik begreep niet alles wat ik moest doen voorde volgende stappen, in de eerste instantie was ik wel bereid om mee t doen maar helaas","The following questions were not possible for me, I did not understand everything I had to do for the next steps, at first I was willing to participate but unfortunately",3.2,,
879620,Ik ben vanwege een partiÃ«le dwarslaesie beperkt bij het bewegen. Dus ik weet dat ik te weinig beweeg.,"Due to a partial spinal cord injury, my mobility is limited. So I know I don't move enough.",5.2,4.1,4.4
879702,,,,,
879784,Geen interesse,Not interested,7.1,,
879787,PrivÃ©,Private,1.1,,
879895,,,,,
879904,,,,,
879959,Ik loop niet veel wegens ernstige rugklachten,I don't walk much due to severe back problems,5.2,4.1,4.4
880006,,,,,
880099,,,,,
880215,,,,,
880239,privacy,privacy,1.1,,
880240,"Mijn smartphone is van/voor mijn werk, daar wil ik zo min mogelijk andere apps/prive zaken op hebben.","My smartphone is for/from my work, so I want to have as few other apps/private things on it as possible.",1.1,,
880303,"te veel gedoe , heb al genoeg verplichtingen .","too much hassle, I have enough obligations already.",3.3,,
880456,geen interesse,no interest,7.1,,
880484,Risico vind ik te groot dat mijn gegevens niet veilig zijn.,I think the risk that my data is not safe is too great.,2.1,,
880496,Privacy,Privacy,1.1,,
880499,nvt,n/a,8.1,,
880520,,,,,
880584,Energie,Energy,3.3,,
880660,,,,,
880699,,,,,
880775,Onbekendheid,Unfamiliarity,3.2,,
881021,,,,,
881179,,,,,
881204,zie het nut niet .,don't see the point.,4.3,,
881227,"Te ingewikkeld,geen zin in","Too complicated, no point in it",3.2,7.1,
881253,,,,,
881375,Geen zin in.,I don't feel like it.,7.1,,
881414,,,,,
881427,,,,,
881600,,,,,
881716,"Vertrouwen in Lisspanel, maar Gezondheidsapp van Apple staat principieel UIT","Trust in Lisspanel, but Apple's Health app is OFF in principle",6.4,,
881774,,,,,
881826,,,,,
881832,te prive,too private,1.1,,
881875,Te veel gedoe,Too much hassle,3.3,,
